,expt,cond,var_feature1,user_id,material,material_variant,answer_text,rater_order,all_ans_codes,all_senti_js,all_obj_js,best_senti,best_obj,best_ans,order,comment,pos,neg,neither,resolve
1316,,,,,,,,,,,,,,,,,0,0,0,0
1317,expt1,cond1b,UNEXP,5aba99faa3ba7a0001b42fe3,michael_tea,goal,He realizes he is out of bread for his toast.,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj neither_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1318,,,,,,,,,,,,,,,,,0,0,0,0
1319,expt1,cond1b,UNEXP,5af0c23de6ec8d0001245f77,michael_tea,goal,There's an unexpected bill in the stack of mail,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1320,,,,,,,,,,,,,,,,,0,0,0,0
1321,expt1,cond1b,UNEXP,5b0a65dae9270900013b8e64,michael_tea,goal,"something goes wrong while he's making tea (it spills, etc)",mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1322,,,,,,,,,,,,,,,,,0,0,0,0
1323,expt1,cond1b,UNEXP,5b12f593c85dc40001622afd,michael_tea,goal,Michael is out of tea to make.,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1324,,,,,,,,,,,,,,,,,0,0,0,0
1325,expt1,cond1b,UNEXP,5b134a12bd9c31000156d4e2,michael_tea,goal,Michael discovers there is no more tea left.,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1326,,,,,,,,,,,,,,,,,0,0,0,0
1327,expt1,cond1b,UNEXP,5b13db68e9270900013c51af,michael_tea,goal,there was a man in the kitchen,mk kc mq,mt_neg_ans5 mt_neg_ans5 mt_neg_ans5,neg neg neg,neither_obj neither_obj goal_obj,neg,neither_obj,mt_neg_ans5,to_do,,0,1,0,0
1328,,,,,,,,,,,,,,,,,0,0,0,0
1329,expt1,cond1b,UNEXP,5b14161e30d562000155e871,michael_tea,goal,He finds a massive spider in his kitchen,mk kc mq,mt_neg_ans5 mt_other mt_neg_ans5,neg neg neg,neither_obj neither_obj goal_obj,neg,neither_obj,mt_neg_ans5,to_do,,0,1,0,0
1330,,,,,,,,,,,,,,,,,0,0,0,0
1331,expt1,cond1b,UNEXP,5b15562c30d5620001560043,michael_tea,goal,"He picked up his post successfully, Waved at the mailman and then resumed his breakfast inside. ",mk kc mq,mt_other mt_other mt_other,pos pos pos,both_objs both_objs both_objs,pos,both_objs,mt_other,to_do,,1,0,0,0
1332,,,,,,,,,,,,,,,,,0,0,0,0
1333,expt1,cond1b,UNEXP,5b1617ca9663ee0001464b1b,michael_tea,goal,He forgets to boil the kettle and thus makes some rubbish cold tea.,mk kc mq,mt_neg_ans3 mt_other mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1334,,,,,,,,,,,,,,,,,0,0,0,0
1335,expt1,cond2a,UNEXP-GOOD,57019bd1917228000e8d4fd1,michael_tea,non-goal,He gets a call from his girlfriend to say that she is coming over.,mk kc mq,mt_pos_ans3 mt_pos_ans3 mt_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans3,to_do,,1,0,0,0
1336,,,,,,,,,,,,,,,,,0,0,0,0
1337,expt1,cond2a,UNEXP-GOOD,586e5cdddb3e720001e22fc8,michael_tea,non-goal,Michael watches a nice movie while having tea and then his phone rings. It is his boss to tell him he got the promotion he wanted,mk kc mq,mt_pos_ans3 mt_pos_ans3 mt_pos_ans2,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,mt_pos_ans3,to_do,,1,0,0,0
1338,,,,,,,,,,,,,,,,,0,0,0,0
1339,expt1,cond2a,UNEXP-GOOD,5960374cb752840001ca45a0,michael_tea,non-goal,He received good news in his post i.e. accepted for something he applied for or money,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1340,,,,,,,,,,,,,,,,,0,0,0,0
1341,expt1,cond2a,UNEXP-GOOD,59d38aa7db0cc9000147898f,michael_tea,non-goal,"He received lots of cards, as it was his birthday.",mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans2,to_do,,1,0,0,0
1342,,,,,,,,,,,,,,,,,0,0,0,0
1343,expt1,cond2a,UNEXP-GOOD,5a78fa01527fd00001464f8d,michael_tea,non-goal,The post is a letter telling him he has been accepted into his favorite university.,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1344,,,,,,,,,,,,,,,,,0,0,0,0
1345,expt1,cond2a,UNEXP-GOOD,5ac7ad53e1546900019c1d75,michael_tea,non-goal,"When he looks through his mail, he finds a postcard from a friend who he hasn't seen in a few years. The postcard wishes him well and says the friend will be in Michael's city soon if they would like to get together for a chat.",mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1346,,,,,,,,,,,,,,,,,0,0,0,0
1347,expt1,cond2a,UNEXP-GOOD,5ad07b06a010190001b35393,michael_tea,non-goal,"He sits down and opens his post. He finds a letter from his old flame, Vivienne. She wants to meet while she is in town next week.",mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1348,,,,,,,,,,,,,,,,,0,0,0,0
1349,expt1,cond2a,UNEXP-GOOD,5b0057d3aa34eb0001e3deae,michael_tea,non-goal,He had a surprise letter in the mail.,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1350,,,,,,,,,,,,,,,,,0,0,0,0
1351,expt1,cond2a,UNEXP-GOOD,5b11aaedc85dc400016213c2,michael_tea,non-goal,his post has a check in it,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1352,,,,,,,,,,,,,,,,,0,0,0,0
1353,expt1,cond2a,UNEXP-GOOD,5b16fa93dbae3e00017e6a3c,michael_tea,non-goal,while drinking his tea he got a message from his girlfriend to say she would make it home early today,mk kc mq,mt_pos_ans3 mt_pos_ans3 mt_pos_ans2,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,mt_pos_ans3,to_do,,1,0,0,0
1354,,,,,,,,,,,,,,,,,0,0,0,0
1355,expt1,cond2a,UNEXP-GOOD,5b17c12f44127b00013f8687,michael_tea,non-goal,A letter arrived asking him to be the best man at his childhood friend's wedding.,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj neither_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1356,,,,,,,,,,,,,,,,,0,0,0,0
1357,expt1,cond2a,UNEXP-GOOD,5b17d6a74c72120001f1b3cf,michael_tea,non-goal,he wins the lottery that day,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans2,to_do,,1,0,0,0
1358,,,,,,,,,,,,,,,,,0,0,0,0
1359,expt1,cond2a,UNEXP-GOOD,5b17e76a44127b00013f8aac,michael_tea,non-goal,his favourite biscuits are on the side,mk kc mq,mt_pos_ans4 mt_pos_ans4 mt_pos_ans4,pos pos pos,goal_obj goal_obj neither_obj,pos,goal_obj,mt_pos_ans4,to_do,,1,0,0,0
1360,,,,,,,,,,,,,,,,,0,0,0,0
1361,expt1,cond2a,UNEXP-GOOD,5b17e84168a5ed00017337bf,michael_tea,non-goal,He has a card from a relative with a cheque inside,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj neither_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1362,,,,,,,,,,,,,,,,,0,0,0,0
1363,expt1,cond2a,UNEXP-GOOD,5b17ea6244127b00013f8aec,michael_tea,non-goal,he finds more tea,mk kc mq,mt_pos_ans4 mt_pos_ans4 mt_pos_ans3,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,mt_pos_ans4,to_do,,1,0,0,0
1364,,,,,,,,,,,,,,,,,0,0,0,0
1365,expt1,cond2a,UNEXP-GOOD,content://media/external/file/11653,michael_tea,non-goal,He has an invite to a concert,mk kc mq,mt_pos_ans3 mt_pos_ans3 mt_pos_ans1,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans3,to_do,,1,0,0,0
1366,,,,,,,,,,,,,,,,,0,0,0,0
1367,expt1,cond2b,UNEXP-GOOD,554fd2c3fdf99b08ccc4e736,michael_tea,goal,He also makes some breakfast,mk kc mq,mt_other mt_other mt_other,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,mt_other,to_do,,1,0,0,0
1368,,,,,,,,,,,,,,,,,0,0,0,0
1369,expt1,cond2b,UNEXP-GOOD,57659aaa7805730001ecfc7e,michael_tea,goal,He has a note from his neighbour (he disliked) saying they were moving,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans2,to_do,,1,0,0,0
1370,,,,,,,,,,,,,,,,,0,0,0,0
1371,expt1,cond2b,UNEXP-GOOD,584c24fb89af650001c552ad,michael_tea,goal,He opens up his post and it's a letter from his mother congratulating him of his graduation from university.,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1372,,,,,,,,,,,,,,,,,0,0,0,0
1373,expt1,cond2b,UNEXP-GOOD,59860ea5fd8cca00015cba4d,michael_tea,goal,"While reading the mail, Michael receives a letter announcing that he has been the recipient of a scholarship. ",mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1374,,,,,,,,,,,,,,,,,0,0,0,0
1375,expt1,cond2b,UNEXP-GOOD,5a0479f2ab721b0001ef73f2,michael_tea,goal,He also makes some breakfast,mk kc mq,mt_other mt_other mt_other,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,mt_other,to_do,,1,0,0,0
1376,,,,,,,,,,,,,,,,,0,0,0,0
1377,expt1,cond2b,UNEXP-GOOD,5a1a566a6e1ea9000124f97d,michael_tea,goal,his friend is in the newspaper,mk kc mq,mt_other mt_other mt_pos_ans2,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_other,to_do,,1,0,0,0
1378,,,,,,,,,,,,,,,,,0,0,0,0
1379,expt1,cond2b,UNEXP-GOOD,5a3a829550833c0001eeb6e6,michael_tea,goal,A cheque arrived from a competition in take a break for 10k,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans2,to_do,,1,0,0,0
1380,,,,,,,,,,,,,,,,,0,0,0,0
1381,expt1,cond2b,UNEXP-GOOD,5aeaee620ef2f20001859359,michael_tea,goal,"He gets a cool parcel, perhaps a gift",mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans2,to_do,,1,0,0,0
1382,,,,,,,,,,,,,,,,,0,0,0,0
1383,expt1,cond2b,UNEXP-GOOD,5b1550c851caaf00012290f4,michael_tea,goal,"He opens a letter and reads that he is to receive a huge windfall from a long lost relative. They didn't die though, just fancied giving it to him..",mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj neither_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1384,,,,,,,,,,,,,,,,,0,0,0,0
1385,expt1,cond2b,UNEXP-GOOD,5b158b62e9270900013c729f,michael_tea,goal,Micheal opens his post and sees he has won a competition he enter for a holiday to New York,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1386,,,,,,,,,,,,,,,,,0,0,0,0
1387,expt1,cond2b,UNEXP-GOOD,5b16ca82f6cef000014288f4,michael_tea,goal,Michael gets an unexpected call from his work saying he won two tickets to the local baseball game and is given the day off to attend the game.,mk kc mq,mt_pos_ans3 mt_pos_ans3 mt_pos_ans1,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans3,to_do,,1,0,0,0
1388,,,,,,,,,,,,,,,,,0,0,0,0
1389,expt1,cond2b,UNEXP-GOOD,5b16cd7e3522660001b3c81f,michael_tea,goal,He receives a surprise refund cheque in the post from overpaying taxes.  ,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1390,,,,,,,,,,,,,,,,,0,0,0,0
1391,expt1,cond2b,UNEXP-GOOD,5b16ce9e3721b50001324432,michael_tea,goal,Michael realises that although he has post there is no bills today,mk kc mq,mt_pos_ans1 mt_other mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans1,to_do,,1,0,0,0
1392,,,,,,,,,,,,,,,,,0,0,0,0
1393,expt1,cond2b,UNEXP-GOOD,5b171d153522660001b3d040,michael_tea,goal,His post was an item he'd been waiting weeks to receive in the mail and he'd thought it just got lost in delivery,mk kc mq,mt_pos_ans2 mt_pos_ans2 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj non_goal_obj,pos,non_goal_obj,mt_pos_ans2,to_do,,1,0,0,0
1394,,,,,,,,,,,,,,,,,0,0,0,0
1395,expt1,cond2b,UNEXP-GOOD,5b17a234f6cef00001429993,michael_tea,goal,he got an interesting letter,mk kc mq,mt_pos_ans1 mt_pos_ans1 mt_pos_ans1,pos pos pos,non_goal_obj non_goal_obj neither_obj,pos,non_goal_obj,mt_pos_ans1,to_do,,1,0,0,0
1396,,,,,,,,,,,,,,,,,0,0,0,0
1397,expt1,cond2b,UNEXP-GOOD,5b17ca023721b5000132584f,michael_tea,goal,Michael's tea transforms into a singularity which then teleports Michael to British heaven. ,mk kc mq,mt_other mt_other mt_other,pos pos pos,goal_obj goal_obj goal_obj,pos,goal_obj,mt_other,to_do,,1,0,0,0
1398,,,,,,,,,,,,,,,,,0,0,0,0
1399,expt1,cond2b,UNEXP-GOOD,jennifermfunk14@gmail.com,michael_tea,goal,"There is a packed lunch made by his girlfriend, to take to work. ",mk kc mq,mt_pos_ans4 mt_pos_ans4 mt_pos_ans3,pos pos pos,neither_obj neither_obj neither_obj,pos,neither_obj,mt_pos_ans4,to_do,,1,0,0,0
1400,,,,,,,,,,,,,,,,,0,0,0,0
1401,expt1,cond3a,UNEXP-BAD,5966488ea670a1000194268a,michael_tea,non-goal,When Michael open his post he reads that the results of his health check have revealed that he has cancer.,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1402,,,,,,,,,,,,,,,,,0,0,0,0
1403,expt1,cond3a,UNEXP-BAD,5a7b73b5f1408d0001762c95,michael_tea,non-goal,he got an eviction notice in the mail ,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1404,,,,,,,,,,,,,,,,,0,0,0,0
1405,expt1,cond3a,UNEXP-BAD,5aad0ef4fb22320001ba97ee,michael_tea,non-goal,Michael spills his tea all over his post.,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,both_objs both_objs both_objs,neg,both_objs,mt_neg_ans3,to_do,,0,1,0,0
1406,,,,,,,,,,,,,,,,,0,0,0,0
1407,expt1,cond3a,UNEXP-BAD,5b04db61d7af450001ebfaf3,michael_tea,non-goal,Michael notices that he has no food for breakfast,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1408,,,,,,,,,,,,,,,,,0,0,0,0
1409,expt1,cond3a,UNEXP-BAD,5b0a16019663ee00014555f5,michael_tea,non-goal,He is out of tea,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1410,,,,,,,,,,,,,,,,,0,0,0,0
1411,expt1,cond3a,UNEXP-BAD,5b0abfcf451e0f0001a0fc9a,michael_tea,non-goal,"Michael is out of tea. This sets a damper on his day, he's rude to everyone, and causes havoc.",mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1412,,,,,,,,,,,,,,,,,0,0,0,0
1413,expt1,cond3a,UNEXP-BAD,5b0bedd39663ee00014581e9,michael_tea,non-goal,He burns himself with the tea,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans2,to_do,,0,1,0,0
1414,,,,,,,,,,,,,,,,,0,0,0,0
1415,expt1,cond3a,UNEXP-BAD,5b11e4c71e55760001b9e0c6,michael_tea,non-goal,Michael reads the headline of a serial killer on the loose in his neighborhood before looking up and seeing the serial killer standing in his kitchen.,mk kc mq,mt_neg_ans5 mt_neg_ans5 mt_neg_ans5,neg neg neg,neither_obj neither_obj goal_obj,neg,neither_obj,mt_neg_ans5,to_do,,0,1,0,0
1416,,,,,,,,,,,,,,,,,0,0,0,0
1417,expt1,cond3a,UNEXP-BAD,5b137177bd9c31000156d6ef,michael_tea,non-goal,He burns himself with the tea kettle,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans2,to_do,,0,1,0,0
1418,,,,,,,,,,,,,,,,,0,0,0,0
1419,expt1,cond3a,UNEXP-BAD,5b1477d030d562000155f0b0,michael_tea,non-goal,"he opens his post to find he has missed a credit card payment that he forgot about, so will be charged an additional penalty fee",mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1420,,,,,,,,,,,,,,,,,0,0,0,0
1421,expt1,cond3a,UNEXP-BAD,5b15d20c444cef0001cb1153,michael_tea,non-goal,He might've received unfavorable mail.,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1422,,,,,,,,,,,,,,,,,0,0,0,0
1423,expt1,cond3a,UNEXP-BAD,5b1672fdf6cef000014281ac,michael_tea,non-goal,He gets a lot of bills when he picks up the post.,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1424,,,,,,,,,,,,,,,,,0,0,0,0
1425,expt1,cond3a,UNEXP-BAD,5b16b32f4c72120001f19ba2,michael_tea,non-goal,He scalds himself ith tea,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans2,to_do,,0,1,0,0
1426,,,,,,,,,,,,,,,,,0,0,0,0
1427,expt1,cond3a,UNEXP-BAD,5b170a8bdbae3e00017e6c11,michael_tea,non-goal,He got a ton of bills.,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj neither_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1428,,,,,,,,,,,,,,,,,0,0,0,0
1429,expt1,cond3a,UNEXP-BAD,5b179676bdf4e10001631ec1,michael_tea,non-goal,burns himself on the tea,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans2,to_do,,0,1,0,0
1430,,,,,,,,,,,,,,,,,0,0,0,0
1431,expt1,cond3a,UNEXP-BAD,5b17d9332767e20001e4c3f4,michael_tea,non-goal,He spills his tea,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1432,,,,,,,,,,,,,,,,,0,0,0,0
1433,expt1,cond3b,UNEXP-BAD,55897abbfdf99b7ae5007548,michael_tea,goal,he has no milk,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj neither_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1434,,,,,,,,,,,,,,,,,0,0,0,0
1435,expt1,cond3b,UNEXP-BAD,58affabf54e4f60001eda401,michael_tea,goal,scalded himself,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,neither_obj neither_obj neither_obj,neg,neither_obj,mt_neg_ans2,to_do,,0,1,0,0
1436,,,,,,,,,,,,,,,,,0,0,0,0
1437,expt1,cond3b,UNEXP-BAD,5955b6df620d1400019f2787,michael_tea,goal,There is no milk. He has to skip breakfast,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1438,,,,,,,,,,,,,,,,,0,0,0,0
1439,expt1,cond3b,UNEXP-BAD,595ee28e7ab4ce00017b8276,michael_tea,goal,He may have spilt some tea on accident. ,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1440,,,,,,,,,,,,,,,,,0,0,0,0
1441,expt1,cond3b,UNEXP-BAD,59942f2a7c41bc00012e5bb1,michael_tea,goal,there is an important letter in the post,mk kc mq,mt_pos_ans1 mt_other mt_pos_ans1,neither neither neither,non_goal_obj non_goal_obj non_goal_obj,neither,non_goal_obj,mt_pos_ans1,to_do,,0,0,1,0
1442,,,,,,,,,,,,,,,,,0,0,0,0
1443,expt1,cond3b,UNEXP-BAD,59cb7b375e01580001977955,michael_tea,goal,He fills the kettle up too much and the water from the kettle spills on to his hands and burns him,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,neither_obj neither_obj neither_obj,neg,neither_obj,mt_neg_ans2,to_do,,0,1,0,0
1444,,,,,,,,,,,,,,,,,0,0,0,0
1445,expt1,cond3b,UNEXP-BAD,5a6b844fe6cc4a0001b6a656,michael_tea,goal,He has a large unexpected bill in the post,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1446,,,,,,,,,,,,,,,,,0,0,0,0
1447,expt1,cond3b,UNEXP-BAD,5a81db1e0f1bce0001220540,michael_tea,goal,He spills the tea,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1448,,,,,,,,,,,,,,,,,0,0,0,0
1449,expt1,cond3b,UNEXP-BAD,5a854e1b17ef3500017087cd,michael_tea,goal,He received some bad test results in the post,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1450,,,,,,,,,,,,,,,,,0,0,0,0
1451,expt1,cond3b,UNEXP-BAD,5a9516581eda410001362b31,michael_tea,goal,he picks up his post and finds a hefty bill,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1452,,,,,,,,,,,,,,,,,0,0,0,0
1453,expt1,cond3b,UNEXP-BAD,5ab22738f69e940001d8b1f3,michael_tea,goal,he gets a letter saying someone has died,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj neither_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1454,,,,,,,,,,,,,,,,,0,0,0,0
1455,expt1,cond3b,UNEXP-BAD,5ab2d60d580b9900017303a9,michael_tea,goal,There is no milk,mk kc mq,mt_neg_ans3 mt_neg_ans3 mt_neg_ans3,neg neg neg,goal_obj goal_obj neither_obj,neg,goal_obj,mt_neg_ans3,to_do,,0,1,0,0
1456,,,,,,,,,,,,,,,,,0,0,0,0
1457,expt1,cond3b,UNEXP-BAD,5acb66d9436f550001001c41,michael_tea,goal,Drops the kettle and boiling water on himself,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,neither_obj neither_obj neither_obj,neg,neither_obj,mt_neg_ans2,to_do,,0,1,0,0
1458,,,,,,,,,,,,,,,,,0,0,0,0
1459,expt1,cond3b,UNEXP-BAD,5ae8d179b779850001925aa2,michael_tea,goal,he trips,mk kc mq,mt_other mt_other mt_other,neg neg neg,neither_obj neither_obj neither_obj,neg,neither_obj,mt_other,to_do,,0,1,0,0
1460,,,,,,,,,,,,,,,,,0,0,0,0
1461,expt1,cond3b,UNEXP-BAD,5aed7b298db5b00001adafac,michael_tea,goal,He burns himself with the tea,mk kc mq,mt_neg_ans2 mt_neg_ans2 mt_neg_ans2,neg neg neg,goal_obj goal_obj goal_obj,neg,goal_obj,mt_neg_ans2,to_do,,0,1,0,0
1462,,,,,,,,,,,,,,,,,0,0,0,0
1463,expt1,cond3b,UNEXP-BAD,5b15a7b1d282ff00015c42fd,michael_tea,goal,Michael opens his mail and realizes he has an expensive parking ticket.,mk kc mq,mt_neg_ans1 mt_neg_ans1 mt_neg_ans1,neg neg neg,non_goal_obj non_goal_obj non_goal_obj,neg,non_goal_obj,mt_neg_ans1,to_do,,0,1,0,0
1464,,,,,,,,,,,,,,,,,0,0,0,0
