,material,cond,expt,var_feature1,var_feature2,var_feature3,var_feature4,answer_text,user_id,best_ans,value,best_senti,best_obj,pos,neg,neither,resolve,goal_obj,non_goal_obj,neither_obj,both_objs
793,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,He  can't find the bacon he cooked and discovers he's packed it in the suitcase in his excitement.,5821e8579b80f50001ba21bd,bh_neg_ans3,1,neg,both_objects,0,1,0,0,0,0,0,1
794,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,forgets suitcase,cevey absher,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
795,bill_holiday,5C,expt2,UNEXP,normal,control,goal,"While placing his passport in his suitcase, he notices that he has not in fact packed anything else.",5b4e0e7cdec669000153b7aa,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
796,bill_holiday,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He lost his suitcase.,5b2bd4fa7819750001f0ce38,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
797,bill_holiday,3B(2),expt2,UNEXP-BAD,bizarre,control,goal,Bill accidentally leaves his suitcase containing the passport in the airport taxi.,5afaa39957516b00014163b1,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
798,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,He lost his suitcase.,5b56264141fa310001d88493,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
799,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,He loses his suitcase along with his passport.,5711089f52ab8e0011d08d03,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
800,bill_holiday,3A,expt2,UNEXP-BAD,normal,control,non-goal,Bill has to take his passport out of his suitcase to do anything at an airport. So he has to open his suitcase and repackage it.,5b213e649da42200015fb1b2,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
801,bill_holiday,5A,expt2,UNEXP,normal,control,non-goal,"he opens the suitcase to find all of the items he packed were gone, he'd been robbed!",5b561ac10266020001797434,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
802,bill_holiday,5D4,expt2,UNEXP,bizarre,reverse,goal,"Bill orders a taxi and leaves his suitcase in the taxi when arriving at the airport, Bill misses his first flight but gets on a later one.",5b4912b78ee02300018a7539,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
803,bill_holiday,5C,expt2,UNEXP,normal,control,goal,He accidentally checks his suitcase into cargo before he has checked in for the flight,56e5efb525f3bd00054081de,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
804,bill_holiday,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,The suitcase goes missing.,5720b0c5fd3a5200133c8909,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
805,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,The suitcase has an automatic lock and somehow will not by the force of man open to retrieve his passport,5a614757c0d836000107919f,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
806,bill_holiday,3RB,expt2,UNEXP-BAD,normal,reverse,goal,he leaves without his suitcase and without his passport or boarding pass is unable to fly,5b28d41f8ecf3f000161c585,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
807,bill_holiday,3A,expt2,UNEXP-BAD,normal,control,non-goal,"He has to unpack his entire suitcase at the check-in desk to retrieve his passport, as he didn't think ahead to the fact that it would be needed.",5b1552789663ee0001463aff,bh_neg_ans3,1,neg,goal_object,0,1,0,0,1,0,0,0
808,bill_holiday,3A,expt2,UNEXP-BAD,normal,control,non-goal,he checks his suitcase in and forgets he put his passport inside,5b1bcd1d88ee7400012b0707,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
809,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,He dropped his case at the baggage drop before he realised that his passport was inside it - the last he saw of that case was it going through the doors on the conveyor,5b5729fda56d6800013b189a,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
810,bill_holiday,3RB,expt2,UNEXP-BAD,normal,reverse,goal,"When he arrives at the airport and begins to check in, he realises that he has forgotten he passport. ",5b27b5ca58ea7a0001185969,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
811,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,He didn't take his passport out of his suitcase. ,5b59a39cf800090001b2cb5a,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
812,bill_holiday,3B(2),expt2,UNEXP-BAD,bizarre,control,goal,His passport was nowhere to be found when he arrived at the airport.,5b1fe065cdfb7500010c13d2,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
813,bill_holiday,5A,expt2,UNEXP,normal,control,non-goal,he forgot where he put his passport and missed his flight,59d4cc3ff35ff40001914ce8,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
814,bill_holiday,3RA,expt2,UNEXP-BAD,normal,reverse,non-goal,He forgot his passport ,5b28887634ffd00001b48e16,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
815,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,He is not allowed on the flight because his passport is invalid.,59ac8dcc0acd5600012ec039,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
816,bill_holiday,5A,expt2,UNEXP,normal,control,non-goal,he packed the wrong passport,57934ab24d107800016dc975,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
817,bill_holiday,2B,expt2,UNEXP-GOOD,normal,control,goal,he thinks he forgot his passport but at the last second remembers it's in his suitcase,5aa087cd6475f90001a02c9c,bh_neg_ans4,1,neither,goal_object,0,0,1,0,1,0,0,0
818,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,His passport is expired.,5b2036189aabd400018bda28,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
819,bill_holiday,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,"at the airport, he realised he had packed his passport in his suitcase so he had to unpack the suitcase to find his passport so he could check in and as he does so, he finds £500 in one of the pockets of his suitcase",59c38ae8c458e800017b5bea,bh_neg_ans4,1,neither,goal_object,0,0,1,0,1,0,0,0
820,bill_holiday,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,His passport is not in date and is declined entry onto the flight.,5b1d8c8988ee7400012b2730,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
821,bill_holiday,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,he couldn't find his passport at the airport. He remembered he's packed it in his suitcase. On opening his suitcase...Bill had also bizarelly packed winter clothes for his summer break. ,59732e79528f7e000181b044,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
822,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,passport slips out of his bag as he leaves the house ,5b204966325d600001c04630,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
823,bill_holiday,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,"When he gets to the check in gate he realises he has brought his old, out of date passport. He calls his friend who manages to pick up the passport and get it to him at the airport just before the check-in closes",5b1d6ad03522660001b44492,bh_neg_ans4,1,neither,goal_object,0,0,1,0,1,0,0,0
824,bill_holiday,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,"he finds some money lying around he didn't know he had, realises that's passport is out of date and doesn't know what to do now",5b1e52f044127b0001400318,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
825,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,He wasnt able to get through the airport as he had put his documents in his case which had just been put on the conveyer belt.,598f5361ad9ab80001a01bed,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
826,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,And realises that it has expired,567089b973f58b000566419f,bh_neg_ans4,1,neg,neither_object,0,1,0,0,0,0,1,0
827,bill_holiday,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He had packed the wrong passport,5b5896dc4f5ac5000192f36a,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
828,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,"When Bill gets to the airport, his passport has fallen out of a hole in the bottom of his suitcase. ",5b59862535af16000164960a,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
829,bill_holiday,3RA,expt2,UNEXP-BAD,normal,reverse,non-goal,His passport has expired,5b28cfc7a073520001c2f149,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
830,bill_holiday,3.2RA,expt2,UNEXP-BAD,bizarre,reverse,non-goal,he loses his passport,561d98e03d7fe8000b0f5e09,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
831,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,he loses his passport so he cant go on holiday,5aeafdc9e39bc200011118a5,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
832,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,He can't find his passport at the airport.,5b59130fdb94af00013943e0,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
833,bill_holiday,5A,expt2,UNEXP,normal,control,non-goal,Bill loses his passport,5b57262b13731400019dc60a,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
834,bill_holiday,3A,expt2,UNEXP-BAD,normal,control,non-goal,his passport was out of date and didnt realise,5b1d911dbdf4e10001638f16,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
835,bill_holiday,5C,expt2,UNEXP,normal,control,goal,When packing his passport notices that it has expired!,5af344d06d88130001fe4728,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
836,bill_holiday,5C,expt2,UNEXP,normal,control,goal,he cant find his passport,589be0e28bf22a00015b79bd,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
837,bill_holiday,5B2,expt2,UNEXP,bizarre,reverse,non-goal,Bill discovered that his passport was out of date and he would be unable to travel as planned,56c6f9efb0b7a1000c5d12d7,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
838,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,he gets stopped and asked for his passport but it's in his suitcase so he is not allowed to depart from the airport/harbor,5b1aee4f0ae6410001bb86d2,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
839,bill_holiday,5A,expt2,UNEXP,normal,control,non-goal,when he gets to the airport he has bill Murray's passport instead,5b50965a4ec71200012d2945,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
840,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,Lost his passport ,5b2080585e45c000012ab9bc,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
841,bill_holiday,3B(2),expt2,UNEXP-BAD,bizarre,control,goal,Bills passport has expired,57c2ed9e5b8c510001af5a1c,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
842,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,he cant find his passport,5ab552656db3e700011bea12,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
843,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,he loses his passport and cannot go on the trip,5affe376a496b300013d3ba8,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
844,bill_holiday,5A,expt2,UNEXP,normal,control,non-goal,While taking his suitcase out of the taxi boot at the airport his passport slips out and drops onto the floor of the cab without him noticing.,5b4f1e9960e0c700010dd2f7,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
845,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,He finds his passport has expired.,55c81ed6fdf99b077aeb21b1,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
846,bill_holiday,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,His passport has expired?,59e0d7d6ac0af70001b365b4,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
847,bill_holiday,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,"Bill got to the airport and thought he had lost his passport, even though he was sure he had it. He found it elsewhere to where he had put it",5b1e462988ee7400012b35ec,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
848,bill_holiday,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,Bill loses his passport,59eb687b05c43a00019a2dbb,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
849,bill_holiday,5C,expt2,UNEXP,normal,control,goal,He checks his suitcase and then realizes he needs his passport to get through security.,5a8d00278fe2dc000106455e,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
850,bill_holiday,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,He checks in his passport with his suitcase,5b0eacd3e9270900013bee22,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
851,bill_holiday,3B(2),expt2,UNEXP-BAD,bizarre,control,goal,The passport falls out and he looses it on the wayl,5b0edbb11e55760001b9a2b9,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
852,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,When he arrives at the airport his passport is inexplicably missing. ,5b54ce6fb7ef510001676f99,bh_neg_ans4,1,neg,goal_object,0,1,0,0,1,0,0,0
853,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,He missed his flight,58d14cab1877ea0001159c2e,bh_neg_ans5,1,neg,neither_object,0,1,0,0,0,0,1,0
854,bill_holiday,5D4,expt2,UNEXP,bizarre,reverse,goal,He misses his flight and goes home,5977fd231a5010000184ac62,bh_neg_ans5,1,neg,neither_object,0,1,0,0,0,0,1,0
855,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,"he gets on the wrong flight, but does not realize until they have already landed; after  leaving the airport he realizes he forgot his wallet and all his identification on the plane",5ac6e40ff69e940001d99253,bh_neg_ans5,1,neg,neither_object,0,1,0,0,0,0,1,0
856,bill_holiday,5C,expt2,UNEXP,normal,control,goal,Misses his flight,5af56a17e066a400011330df,bh_neg_ans5,1,neg,neither_object,0,1,0,0,0,0,1,0
857,bill_holiday,3RB,expt2,UNEXP-BAD,normal,reverse,goal,He missed his flight.,5a9fa90f873cda00010d29d8,bh_neg_ans5,1,neg,neither_object,0,1,0,0,0,0,1,0
858,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,Bill realizes he was supposed to leave the day before. ,5b20a5f9c9d3cb0001109219,bh_neg_ans5,1,neg,neither_object,0,1,0,0,0,0,1,0
859,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,he misses his flight,irateelf@gmail.com,bh_neg_ans5,1,neg,neither_object,0,1,0,0,0,0,1,0
860,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,his dropped his breakfast on the floor and had no time to make a new one,5b299dcc0ec82d0001d264b5,bh_neg_ans6,1,neg,non_goal_object,0,1,0,0,0,1,0,0
861,bill_holiday,5B2,expt2,UNEXP,bizarre,reverse,non-goal,The baked beans he cooked for his breakfast turned blue.,5601bbdae372c00011bd3b71,bh_neg_ans6,1,neg,non_goal_object,0,1,0,0,0,1,0,0
862,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,He burnt his toast,5a21831befec480001f298a2,bh_neg_ans6,1,neg,neither_object,0,1,0,0,0,0,1,0
863,bill_holiday,3RB,expt2,UNEXP-BAD,normal,reverse,goal,He left his boarding pass in the suitcase ,5b25abdb007d870001c7b29f,bh_neg_ans7,1,neg,goal_object,0,1,0,0,1,0,0,0
864,bill_holiday,5D4,expt2,UNEXP,bizarre,reverse,goal,He could not find his boarding pass despite knowing he packed it ,5b504788c3e02b0001d4a893,bh_neg_ans7,1,neg,neither_object,0,1,0,0,0,0,1,0
865,bill_holiday,5D4,expt2,UNEXP,bizarre,reverse,goal,he forgets to pack underwear,55950f91fdf99b075818cacd,bh_neg_ans7,1,neg,neither_object,0,1,0,0,0,0,1,0
866,bill_holiday,5C,expt2,UNEXP,normal,control,goal,He forgot money,5b54e7a6c09af90001f149b1,bh_neg_ans7,1,neg,neither_object,0,1,0,0,0,0,1,0
867,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,He forgot to pack his wallet,5728219fc68b5a000f39800b,bh_neg_ans7,1,neg,neither_object,0,1,0,0,0,0,1,0
868,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,"He forgot his ID on the bed, he has to drive back and it kind of sets the mood for the trip.",5b2032364c72120001f25051,bh_neg_ans7,1,neg,neither_object,0,1,0,0,0,0,1,0
869,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,"he couldnt board as he had packed his boarding pass, silly man",5b55f929c53dfd0001378417,bh_neg_ans7,1,neg,neither_object,0,1,0,0,0,0,1,0
870,bill_holiday,3RB,expt2,UNEXP-BAD,normal,reverse,goal,"Distracted by making breakfast, he forgets an important item in his luggage.",5aa684e96219a30001c75c0d,bh_neg_ans7,1,neg,both_objects,0,1,0,0,0,0,0,1
871,bill_holiday,3A,expt2,UNEXP-BAD,normal,control,non-goal,Food poisoning,56ae76de322d76000d993751,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
872,bill_holiday,3.2RA,expt2,UNEXP-BAD,bizarre,reverse,non-goal,bill has an upset stomach from the breakfast,59762c0f5482e5000162587e,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
873,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,Bill has used some bad eggs in his breakfast and gets food poisoning so is hospitalized and misses he plane.,571c09046b08940011631a7f,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
874,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,Bill had under cooked his eggs and contracts salmonella. ,5b5477c2329be10001938ff8,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
875,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,He gave himself food poisoning and had the trots on the plane,5b58f0303e841000013afb3e,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
876,bill_holiday,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,and becomes very ill,599968bcb5566b0001aa8494,bh_neg_ans8,1,neg,neither_object,0,1,0,0,0,0,1,0
877,bill_holiday,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He gets food poisoning whilst on the plane and does not me hit the flight ,5b58ac19cc955100011cf849,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
878,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,"the eggs were off, Bill is too ill to travel",59e752a3e75da00001e84c5a,bh_neg_ans8,1,neg,neither_object,0,1,0,0,0,0,1,0
879,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,He gets food sickness and so cant go ,5b1fe366a93c260001444dc9,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
880,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,his breakfast was off and gave him food poisoning for his whole holiday.,5a933aad4eecca0001dd2a48,bh_neg_ans8,1,neg,both_objects,0,1,0,0,0,0,0,1
881,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,bill did not cook the meat in his breakfast properly and ended up being ill with food poisoning,willo90@hotmail.com,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
882,bill_holiday,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He gets food poisoning,5ae6f4dbc3c3ab00018f8741,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
883,bill_holiday,3.2RA,expt2,UNEXP-BAD,bizarre,reverse,non-goal,Bill's breakfast had been poisoned by his co-worker who had been wanting Bill's position for months.  He dies on the way to his location.,5a9342906219a30001d2f220,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
884,bill_holiday,5B2,expt2,UNEXP,bizarre,reverse,non-goal,He gave himself food poisoning.,5b2507887f7816000145f9c1,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
885,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,breakfast made him ill,5b153db4444cef0001cb034f,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
886,bill_holiday,3RA,expt2,UNEXP-BAD,normal,reverse,non-goal,He has to cancel his holidays due to an unexpected case of food poisoning,5b032488c573030001c369eb,bh_neg_ans8,1,neg,both_objects,0,1,0,0,0,0,0,1
887,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,he was sick from too much breakfast,591f429240c1b400019a2c5e,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
888,bill_holiday,5A,expt2,UNEXP,normal,control,non-goal,he gets food poisoning,5b55aae38d49da0001ea2bf5,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
889,bill_holiday,5D,expt2,UNEXP,normal,reverse,goal,the eggs were out of date and immediately made him ill so he was unable to go on holiday,5b491ed8494f330001a0c0bc,bh_neg_ans8,1,neg,goal_object,0,1,0,0,1,0,0,0
890,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,He gives himself salmonella with his breakfast.,5947c81ba62e990001fad748,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
891,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,His breakfast makes him sick ,55592838fdf99b20c5db3db8,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
892,bill_holiday,3RA,expt2,UNEXP-BAD,normal,reverse,non-goal,I believe that the big breakfast he ate before his departure will make him sick to his stomach.,5b2821d97297750001c72fe1,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
893,bill_holiday,3B(2),expt2,UNEXP-BAD,bizarre,control,goal,He chokes on his breakfast and someone has slap him on the back to dislodge the food.,e85e805ac1d1480001358212,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
894,bill_holiday,5C3,expt2,UNEXP,bizarre,control,goal,The large breakfast was much to greasy for Bill's Irritable Bowl Syndrome.  He wound up spending hours in the bathroom and missing his flight.,5aeb4876aa05510001ff598d,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
895,bill_holiday,3.2RA,expt2,UNEXP-BAD,bizarre,reverse,non-goal,He gets food poisoning from the breakfast.,571d545728d2680012ab9a28,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
896,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,He is unwell at the airport as he didn't cook his breakfast properly.,5aeade84f00c7f00018f7807,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
897,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,Bill gets food poisoning and is unable to make his flight,59c2c06d5c50560001df98e0,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
898,bill_holiday,3.2RA,expt2,UNEXP-BAD,bizarre,reverse,non-goal,his breakfast was cooked with bad ingredients and he was too sick to enjoy his holiday,5b2b06dc5b5c0900018b2115,bh_neg_ans8,1,neg,both_objects,0,1,0,0,0,0,0,1
899,bill_holiday,3.2RB,expt2,UNEXP-BAD,bizarre,reverse,goal,Bill comes down with D&V,5acded07bf2ab00001aa8f06,bh_neg_ans8,1,neg,neither_object,0,1,0,0,0,0,1,0
900,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,He starts vomiting,598b5497cdabbd0001f46be1,bh_neg_ans8,1,neg,neither_object,0,1,0,0,0,0,1,0
901,bill_holiday,3.2RA,expt2,UNEXP-BAD,bizarre,reverse,non-goal,He get's food poisoning from his breakfast while at the airport. ,58337beaa816100001a3a041,bh_neg_ans8,1,neg,non_goal_object,0,1,0,0,0,1,0,0
902,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,Bill's passport starts to talk to him en route to the airport. ,5aa00132f6dfdd0001eac55f,bh_other,1,neither,goal_object,0,0,1,0,1,0,0,0
903,bill_holiday,3.2RA,expt2,UNEXP-BAD,bizarre,reverse,non-goal,"Bill drops down dead and upon further inspection his stomach contents comprise some clothes, passport and boarding pass whilst his suitcase contains a large breakfast.",5a67736c31b87a0001c736dd,bh_other,1,neg,both_objects,0,1,0,0,0,0,0,1
904,bill_holiday,2BR,expt2,UNEXP-GOOD,normal,reverse,goal,0,5ae23c9a38df9500014552b3,bh_other,1,neither,neither_object,0,0,1,0,0,0,1,0
905,bill_holiday,5B,expt2,UNEXP,normal,reverse,non-goal,He forgets to turn the gas off on the cooker,5a4bc0f11471d10001657462,bh_other,1,neg,neither_object,0,1,0,0,0,0,1,0
906,bill_holiday,2.2RA,expt2,UNEXP-GOOD,bizarre,reverse,goal,"Inside on of the eggs he cracks for breakfast, a gold coin falls out. ",5afafdf27245f60001157545,bh_other,1,pos,non_goal_object,1,0,0,0,0,1,0,0
907,bill_holiday,2B(2),expt2,UNEXP-GOOD,bizarre,control,goal,he was tired cooking his breakfast he cooked sausages and they began danceing and singing,59a2ad199b845f0001ec1e9e,bh_other,1,neither,non_goal_object,0,0,1,0,0,1,0,0
908,bill_holiday,2A,expt2,UNEXP-GOOD,normal,control,non-goal,"Not sure on this one, sorry.",5a7986f08fe2dc0001058daa,bh_other,1,neither,neither_object,0,0,1,0,0,0,1,0
909,bill_holiday,5D4,expt2,UNEXP,bizarre,reverse,goal,nothing,5b36981706f9f90001fb534d,bh_other,1,neither,neither_object,0,0,1,0,0,0,1,0
910,bill_holiday,2.2RB,expt2,UNEXP-GOOD,bizarre,reverse,non-goal,Bill was early for the flight,57965770fa4465000113f9e2,bh_other,1,pos,neither_object,1,0,0,0,0,0,1,0
911,bill_holiday,3A,expt2,UNEXP-BAD,normal,control,non-goal,he is involved in a plane crash and dies,5a95c178b5e2110001c69884,bh_other,1,neg,neither_object,0,1,0,0,0,0,1,0
912,bill_holiday,2B,expt2,UNEXP-GOOD,normal,control,goal,Bill was able to go on holiday with his new parents John and his wife. His father Bob was able to go with them with his new husband Peter. Bill enjoyed his holiday having had two positive families in his life with positive influences. Bill was independent and had been shown how to cook by Peter who is now a chef.,5aa670a8dbdb470001ef570d,bh_other,1,pos,both_objects,1,0,0,0,0,0,0,1
913,bill_holiday,2B,expt2,UNEXP-GOOD,normal,control,goal,"The front door knocks as soon as Bill gets to it, opening it he sees a man, which is like looking into the mirror, the man explains that he is Bills long lost identical twin brother.",5aa4f7b1f6dfdd0001eaf3fd,bh_other,1,neither,neither_object,0,0,1,0,0,0,1,0
914,bill_holiday,5A1,expt2,UNEXP,bizarre,control,non-goal,bill took his summer vacation,5ae358a4c7306e0001ebc096,bh_other,1,pos,neither_object,1,0,0,0,0,0,1,0
915,bill_holiday,2A(2),expt2,UNEXP-GOOD,bizarre,control,non-goal,He has the best holiday of his life. ,597ee20f1bbd8b0001a1adf4,bh_other,1,pos,goal_object,1,0,0,0,1,0,0,0
916,bill_holiday,3B,expt2,UNEXP-BAD,normal,control,goal,Bill was laid off at his work and he has since thought that he should take a vacation. He might have also received news of a medical problem.,5b200b55cdfb7500010c163a,bh_other,1,neg,goal_object,0,1,0,0,1,0,0,0
917,bill_holiday,3A(2),expt2,UNEXP-BAD,bizarre,control,goal,"Just as bill goes to leave his house, he notices a second passport on his counter. Upon inspection, it is him, but from the future, with a clear picture of him, just aged about 20 years. A note falls from the passport, saying: ""Do not eat eggs on your vacation.""",TestinTheWaters,bh_other,1,neither,goal_object,0,0,1,0,1,0,0,0
